rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R36727895,i137875629,benjamen,paul,cain,f,17,25/2/2003, 40  cadell  street  training  centre ,adelaide,5000,sa, 08  8861  3836 ,benjamen32@yahoo.com,senior-secondary-school,casual-worker,0, 1840  6513  8131  8065 ,2,2020-07-26t01:45+00:00
R29988428,h199282848,larry,anthony,boddie,f,25,5/8/1993, 29  Marshall  Street , Queens  Beach ,4805,QLD, 07  7905  5944 ,jqjlloeikr@hotmail.com,graduate-certificate,general-manager,152551, 5249  6141  0041  4235 ,6,2016-11-09T17:19+00:00
R41942936,c113494269,christopher,henry,littlejohn,m,7,4/12/2013, 27  caloola  crescent  raaf  base ,darwin,0800,nt, 08  8544  3268 ,littlejohn89@gmail.com,primary-school,n/a,0,n/a,0,2020-02-03t20:52+00:00
R50540877,a107545870,ricardo,erik,redden,f,8,14/11/2012, 20  amy  road  fred  french  hostel ,newstead,7250,tas, 03  3251  4682 ,ricardo76@mail.com.au,primary-school,n/a,,n/a,0,2020-01-06t20:41+00:00
R80459960,g180946950,deborah,,leonhardt,f,16,6/8/2004, 15  clifford  place  homestead  village , ellen  grove ,4078,qld, 07  8622  6377 ,deborah49@mail.com.au,senior-secondary-school,casual-worker,0, 3110  1972  3085  7524 ,3,2020-06-04t23:29+00:00
R45430359,e140594353,mary,karr,haynes,f,34,8/1/1985, Scaysbrook  Drive  Brentwood  Village ,Kincumber,2251,NSW, 02  8498  3340 ,mary92@mail.com,certificate-iv,other-technician,, 0735  8625  0159  5439 ,11,2014-10-04T20:38+00:00
R25708436,g183650742,arthur,tyler,williams,f,20,20/1/2000, 11  nicholson  street  flt  2 , balwyn  north ,3104,vic, 03  0265  6660 ,arthur.williams@yahoo.com,advance-diploma,health-professional,84211, 1291  4270  3360  3920 ,1,2020-03-11t23:08+00:00
R26546976,h176569426,mary,,hammonds,f,56,5/9/1964, 1  bronzewing  avenue  howard  river  park , howard  springs ,0835,nt, 08  9819  0306 ,gkiqecassp@hotmail.com,masters-degree,chief-executive,101802, 0745  4898  1655  7943 ,37,2020-01-03t06:46+00:00
R86167641,f161867164,gerald,r,maxwell,m,31,30/1/1989, 1  sugarloaf  road  sugar  loaf ,dungog,2420,nsw, 02  8860  3404 ,,certificate-ii,personal-services-worker,68511, 6474  7820  3722  7767 ,10,2018-07-08t15:40+00:00
R29264039,d126392049,damien,peter,williams,m,27,25/7/1993, 14  sunnyside  street  barwon  caravan  park ,belmont,3216,vic, 03  1125  1840 ,qmricqlnjg@gmail.com,certificate-iv,other-technician,79288, 0527  2516  3537  7153 ,8,2020-01-01t01:27+00:00
R61503544,d114536405,gregory,michael,reasons,m,26,12/5/1994, 652  maidens  brush  road  henry  kendall  vlge ,wyoming,2250,nsw, 02  2136  0619 ,reasons.gregory@mail.com.au,advance-diploma,health-professional,116902, 8369  4365  2528  8930 ,7,2020-03-05t01:20+00:00
R38410873,h130371488,jason,wayne,caudle,m,57,13/12/1963, 37  commerce  drive  robina  lakes  medical  centre ,robina,4226,qld, 07  9914  7297 ,spbbpapidi@yahoo.com,certificate-ii,health-support-worker,34847, 5313  9317  8254  8549 ,38,2020-07-17t06:34+00:00
R16736185,c165871631,jeremy,loman,roberts,f,64,29/3/1956, 1  hobart  place  amp  tower , canberra  city ,2601,act, 02  4475  6117 ,roberts.jeremy@mail.com,bachelor-degree,other-technician,122942, 5219  8463  9878  2718 ,44,2019-10-19t16:45+00:00
R50002266,h100665220,gordon,franklin,crumb,m,19,4/4/2001, 157  marconi  street  villa  123 , bonnells  bay ,2264,nsw, 02  6189  6924 ,crumb.gordon@hotmail.com,advance-diploma,ict-technician,, 7780  3267  7402  0089 ,0,2020-07-03t04:45+00:00
R57585645,h154575856,daniel,dean,edwards,f,63,12/2/1956, 11  Bemboka  Court , Wantirna  South ,3152,VIC, 03  2560  2850 ,sgjnbdpqsg@mail.com,secondary-school,looking-for-employment,4056, 4011  5708  1507  6103 ,45,2019-04-19T13:16+00:00
R01813540,g110583104,oscar,michael,fry,m,25,12/9/1993, 79  Ducie  Street ,Darra,4076,QLD, 07  5918  0903 ,,certificate-iv,automotive-worker,-9999, 1875  1361  0852  9950 ,8,2018-01-20T21:15+00:00
R82093759,f153902789,alyson,shanell,keck,f,65,14/9/1955, 182  grafton  street  solander  medical  centre ,cairns,4870,qld,,alyson24@gmail.com,masters-degree,manager,100495, 7294  2380  7184  6193 ,46,2020-07-01t12:12+00:00
R79511091,a119591710,lee,carl,dula,f,44,26/2/1976, 162  junabee  road  hadstock ,warwick,4370,qld, 07  9242  7478 ,fgsaachgmk@yahoo.com,advance-diploma,art-media-professional,86792, 3609  9083  0217  6074 ,21,2016-06-03t19:11+00:00
R44295130,e131592440,donald,ryan,robinson,m,16,21/10/2004, 1  holmes  street  flt  151 ,northcote,3070,vic, 03  0186  6854 ,ndesekisml@gmail.com,senior-secondary-school,casual-worker,0, 8242  5474  3357  6509 ,3,2020-05-03t17:39+00:00
R35405134,g143043155,marie,,dupre,f,33,26/7/1987, 30  dowzer  street  trejago ,tully,4854,qld, 07  5628  9516 ,marie.dupre@gmail.com,certificate-iii,ict-technician,130069, 2206  0009  3657  6756 ,11,2017-12-14t17:55+00:00
R49964477,b176974944,james,lyle,koch,f,47,29/9/1973, 88  belmore  street  maggs  arcade ,yarrawonga,3730,vic, 03  8493  7596 ,koch.james@aol.com,graduate-diploma,health-professional,-9999, 6967  5849  0277  4135 ,24,2016-05-13t05:21+00:00
R35901243,g153942013,douglas,,ellis,f,66,3/1/1954, 45  casino  rise  residential  vlge , prospect  vale ,7250,tas, 03  1888  0692 ,douglas.ellis@yahoo.com,certificate-ii,engineering-worker,92480, 6474  6219  4932  6348 ,47,2020-07-26t01:01+00:00
R55700257,f177555200,michael,earl,gallion,m,57,3/11/1963, 86  maud  street  rosetta  village , victor  harbor ,5211,sa,,faapbjppqm@mail.com.au,certificate-i,other-clerical-worker,49498, 2751  0645  5556  0170 ,37,2019-05-19t15:04+00:00
R99445291,c199942451,peggy,ann,hardin,f,15,2/1/2005, 199  unley  road  malvern  medical  centre ,unley,5061,sa, 08  6092  7530 ,peggy.hardin@aol.com,secondary-school,n/a,,n/a,0,2020-02-22t04:40+00:00
R23868272,f188726322,donald,w,holder,m,62,15/6/1958, 188  orchid  court  hawkins  masonic  village ,edgeworth,2285,nsw, 02  1707  9321 ,ejhgpaonce@mail.com.au,certificate-iii,engineering-worker,83969, 9642  0329  7486  5335 ,43,2020-01-10t09:45+00:00
R54423237,e142732453,albert,matthew,royster,m,7,10/6/2013, 3859  deviney  road  pinelands  industrial  estate ,berrimah,0828,nt, 08  7610  7078 ,albert.royster@mail.com,primary-school,n/a,,n/a,0,2020-07-09t19:26+00:00
R13254556,a145515623,michael,ray,hodge,m,25,17/9/1995, 204  maidens  brush  road  henry  kendall  vlge ,gosford,2250,nsw, 02  4774  4602 ,hodge.michael@aol.com,certificate-i,clerical-worker,46974, 6113  8889  4968  6421 ,6,2020-07-08t07:17+00:00
R32272954,f192734252,mary,lynn,lee,f,63,11/2/1957, 15  seventh  street  rainbow  beach  hoilliday  village , bonny  hills ,2445,nsw, 02  0611  3023 ,lee.mary@aol.com,certificate-iv,automotive-worker,81915, 6775  3253  0238  5640 ,44,2020-07-13t07:26+00:00
R02172726,b122601727,drekarion,ricardo,sinclair,m,64,18/6/1955, 9  Havana  Street , Rowes  Bay ,4810,QLD, 07  6272  0063 ,sinclair32@mail.com,certificate-iv,construction-worker,81186, 7969  8203  3856  2695 ,45,2018-07-16T06:06+00:00
R66365211,e125661631,timothy,james,mccall,m,60,13/7/1960, 3  Grabben  Gullen  Road ,Bannister,2580,NSW, 02  6160  5411 ,timothy.mccall@gmail.com,certificate-i,secretary,39480, 5538  4872  9271  0557 ,41,2020-03-07T12:18+00:00
R41802096,a102184609,arthur,allen,kesling,f,61,30/11/1959, 7  bakarnis  court  strathpine  garden ,strathpine,4500,qld, 07  5004  9135 ,nkjfjmekbo@aol.com,certificate-ii,automotive-worker,93237, 5467  2754  4201  3289 ,42,2020-05-18t15:58+00:00
R05547657,i147055765,willard,,gales,m,54,21/1/1966, 42  Edgar  Street , Glen  Iris ,3146,VIC,,gales73@aol.com,certificate-iii,other-technician,103358, 8037  2817  3006  1179 ,35,2020-05-02T11:45+00:00
R67178804,i161787048,susan,e,crutchfield,f,55,21/7/1965, 33  hibberson  street  gungahlin  market  place ,gungahlin,2912,act, 02  0625  2464 ,susan91@hotmail.com,graduate-certificate,health-professional,138036, 5694  2853  1078  7306 ,35,2019-11-10t06:43+00:00
R63494121,f194132146,mamie,piskor,wombles,f,56,4/1/1964, 17  university  avenue  cml  building , canberra  city ,2601,act, 02  6478  8387 ,mamie.wombles@mail.com.au,senior-secondary-school,secretary,-9999, 5232  2371  2984  4232 ,34,2017-09-14t07:37+00:00
R87893918,i189387981,joel,,chase,m,66,19/3/1954, 60  clowes  street  apat  5 , south  yarra ,3141,vic, 03  4599  8686 ,joel62@aol.com,certificate-i,health-support-worker,-9999, 4973  9331  4269  5226 ,47,2020-04-18t24:57+00:00
R47650319,h105764931,tanya,marie,lockamy,f,31,20/4/1989, 22  appel  street  the  grove , tweed  heads ,2485,nsw, 02  7504  3881 ,,diploma,other-technician,, 3231  6243  6527  2870 ,11,2019-06-27t16:11+00:00
R69636301,b113360966,bessieann,lynn,skidmore,f,53,7/8/1963, 17  Symmons  Street ,Bunbury,6230,WA, 08  7550  9180 ,skidmore.bessieann@hotmail.com,certificate-iv,other-worker,97071, 2961  5882  5745  3302 ,38,2016-10-12T19:58+00:00
R16867535,g178315656,candy,ruth,reese,f,56,1/3/1964, 633  olive  street  abbey  gate ,albury,2640,nsw,,reese11@mail.com.au,certificate-i,clerks,42584, 3240  4524  5138  7689 ,36,2019-12-24t11:36+00:00
R23678897,a198637728,freddy,kevin,williams,f,12,12/3/2006, 5  Sixth  Avenue ,Warradale,5046,SA, 08  6334  9314 ,gptrprgpsl@hotmail.com,secondary-school,n/a,0,n/a,0,2018-05-13T23:35+00:00
R74769069,d104967976,joseph,,wolfe,f,12,27/3/2005, 50  Lakes  Crescent ,Marrara,0812,NT, 08  5408  1530 ,wolfe.joseph@mail.com,secondary-school,n/a,,n/a,0,2017-09-06T03:22+00:00
R23670119,g171319062,derek,jerome,evans,f,14,20/2/2006, 23  neptune  street  cooinda  vlge ,umina,2257,nsw, 02  2091  3930 ,evans29@yahoo.com,secondary-school,n/a,0,n/a,0,2020-01-05t03:12+00:00
R34014407,g134714004,willie,rueben,szeker,f,5,13/6/2015, 3  nevada  street  henley  cottage , south  hobart ,7004,tas, 03  3312  9817 ,willie.szeker@yahoo.com,pre-school,n/a,0,n/a,0,2020-05-08t02:46+00:00
R91680694,d189610469,connie,m,oxendine,f,25,26/5/1995, 18  paraka  court  mountain  creek  estate ,mooloolaba,4557,qld, 07  0049  0302 ,oxendine92@gmail.com,senior-secondary-school,factory-worker,-9999, 8095  0151  9163  1738 ,6,2020-06-15t07:04+00:00
R34490326,b123344906,benjamin,john,villegas,f,34,16/1/1986, 10  price  lane  whispering  springs ,buderim,4556,qld, 07  9781  3111 ,benjamin14@yahoo.com,certificate-iii,other-technician,103190, 6815  9231  3688  8667 ,15,2020-07-18t06:17+00:00
R40976182,a167804129,john,,oliver,f,80,26/7/1940, 16  bowyer  place  norris  park ,lavington,2641,nsw, 02  5768  0207 ,sjerejqhep@aol.com,advance-diploma,re-tired,0, 9862  3764  7172  3244 ,45,2020-05-12t14:55+00:00
R49468914,h144699841,dara,gertrude,cole,f,59,7/3/1961, 180  braddocks  road  longtree ,werombi,2570,nsw, 02  6324  9427 ,dara71@hotmail.com,senior-secondary-school,farm-worker,14586, 9644  3918  0122  1840 ,40,2020-06-20t17:37+00:00
R66932345,i154366329,jacqueline,olivia,perry,f,53,11/10/1967, 40  cotlew  street  the  boulevarde ,southport,4215,qld, 07  9870  5818 ,perry23@gmail.com,secondary-school,part-time-worker,6567, 6719  6340  0995  3335 ,24,2010-08-02t01:51+00:00
R66549065,c154966650,anthony,t,blevins,f,62,11/5/1958, 128  north  oatlands  road  kenwyn ,yarrambat,3091,vic, 03  2225  8815 ,bptfjctkip@gmail.com,diploma,automotive-worker,, 6652  0380  2641  8714 ,43,2020-04-11t23:59+00:00
R44557928,g184954752,leonard,robert,pittman,f,64,21/5/1954, 41  Eastview  Avenue , North  Ryde ,2113,NSW, 02  1278  0705 ,fkblmggbet@hotmail.com,senior-secondary-school,clerical-worker,32332, 5481  2755  4618  0416 ,47,2018-09-10T06:54+00:00
R25783798,d185737982,evan,dale,lambert,m,25,17/3/1995, 1  milikapiti  street  snake  bay , melville  island ,0822,nt, 08  7259  0342 ,lambert.evan@hotmail.com,certificate-ii,construction-worker,50102, 9524  6089  2185  3056 ,6,2020-03-05t24:01+00:00
R19589026,h195681092,deborah,marie,harris,f,52,20/6/1968, 28  university  avenue  derwent  house  (cnr  marcus  clarke  s  stree , canberra  city ,2601,act, 02  2396  1715 ,deborah39@aol.com,certificate-iii,other-worker,74359, 9829  6955  5395  5014 ,33,2020-07-08t22:17+00:00
R92902747,h129779204,reginald,charles,bramblet,f,57,25/1/1963, 45  bungoona  road  broadwater  court ,kincumber,2251,nsw, 02  0042  5190 ,bramblet34@gmail.com,advance-diploma,other-technician,79042, 6079  9850  9146  9216 ,29,2011-08-03t05:54+00:00
R63647381,c143617683,airoshawn,lee,stephenson,m,22,11/10/1996, 75  Corhampton  Road , Balwyn  North ,3104,VIC, 03  2017  3083 ,stephenson.airoshawn@mail.com.au,senior-secondary-school,other-labourer,14750, 7355  6981  9333  3586 ,5,2018-02-03T20:17+00:00
R54603539,a163439505,debbie,maness,baldwin,f,55,26/9/1963, 9  Fairfax  Circuit , St  Albans ,3021,VIC, 03  6103  0110 ,,certificate-iii,other-technician,118314, 2587  9826  3223  5762 ,29,2009-05-11T24:30+00:00
R44422664,d124246446,charlene,lynn,mercer,f,24,18/5/1993, 19  Osmond  Terrace ,Fullarton,5063,SA, 08  8935  5874 ,,certificate-iv,ict-technician,121501, 3451  1081  7316  2586 ,7,2016-07-22T16:57+00:00
R47560803,e170530864,douglas,f,francis,m,21,2/3/1999, 93  butler  street  glenvilla  caravn  park , byron  bay ,2481,nsw, 02  3992  2580 ,bkekopcamo@mail.com.au,secondary-school,other-labourer,-9999, 5133  5862  5751  3000 ,2,2020-01-17t20:45+00:00
R64377139,g171343796,william,ralph,thornton,f,50,11/11/1970, 1  collins  creek  road  gessar  springs , collins  creek ,2474,nsw, 02  3794  0363 ,laheqqplki@hotmail.com,graduate-diploma,legislator,151522, 6847  4410  8058  3148 ,31,2020-02-02t14:21+00:00
R37858264,c132748685,cynthia,lanease,jinkins,f,74,1/7/1946, 868  old  calder  highway  keilor  retirement  village ,keilor,3036,vic, 03  4263  7599 ,cynthia.jinkins@gmail.com,advance-diploma,health-professional,121185, 3811  3247  4735  9015 ,52,2017-11-12t23:44+00:00
R64021966,i166602194,kathryn,johnson,dipangrazio,f,39,17/5/1981, 1225  raglan  station  road  moncton  hills ,raglan,4697,qld, 07  7215  6057 ,dipangrazio88@mail.com,bachelor-degree,ict-professional,134062, 1765  0828  9379  8456 ,20,2020-01-13t03:59+00:00
R79471269,e172964791,kaitlyn,honeycutt,sanchez,f,35,2/1/1985, 1  oenpelli  street  community  oenpelli ,oenpelli,0822,nt, 08  7786  8614 ,kaitlyn35@mail.com,graduate-diploma,chief-executive,-9999, 2254  1218  3926  6404 ,16,2020-03-08t17:32+00:00
R57735998,a139795785,william,,scheuermann,m,53,22/7/1967, 1364  caves  road  love  spring  (cnr  bushby  r  road ,karridale,6288,wa, 08  4076  7388 ,william4@aol.com,graduate-diploma,health-professional,, 4711  7019  4133  3334 ,34,2020-05-06t04:06+00:00
R05146006,g150010466,jay,,winders,f,29,2/2/1991, 35  ridge  street  myalla ,greenslopes,4120,qld, 07  4041  8630 ,fmjiebaksn@yahoo.com,secondary-school,taxi-driver,15467, 8281  4153  0856  2558 ,7,2017-03-18t20:23+00:00
R90495962,h192650499,marvin,steven,young,m,31,9/3/1988, 72  Garlick  Road , Elizabeth  Park ,5113,SA, 08  4955  2543 ,marvin81@aol.com,certificate-iv,other-technician,, 9399  8839  4432  2473 ,13,2019-02-25T15:16+00:00
R02951507,i127019505,andrew,ellay,mclellan,m,30,22/9/1990, 18  mount  lindesay  highway  garden  estate ,beaudesert,4285,qld, 07  9292  4321 ,,diploma,other-technician,140165, 3135  3434  3662  2783 ,10,2019-11-18t06:27+00:00
R02449488,b188094442,shana,ruth,bachmann,f,66,14/11/1954, 126  alvie  road  grantville  glen ,grantville,3984,vic,,bachmann.shana@mail.com,certificate-iv,other-worker,-9999, 3188  3969  7505  6056 ,47,2020-01-26t21:22+00:00
R51095674,g117596405,terri,paulina-charlot,turner,f,62,2/5/1958, 101  wigram  lane  glebe  garden ,glebe,2037,nsw, 02  9600  6395 ,turner.terri@mail.com,certificate-iii,engineering-worker,, 0278  1157  9061  3086 ,42,2019-08-09t10:58+00:00
R97040129,c107209914,james,floyd,douglas,m,25,31/10/1995, 1  yarragon  south  road  hildon  park ,yarragon,3823,vic, 03  1805  3162 ,douglas14@yahoo.com,doctoral-degree,general-manager,166117, 3903  0387  5753  8362 ,6,2020-01-23t01:56+00:00
R35019632,d131590362,dana,marie,benedict,f,28,24/3/1992, 1  boyd  street  twin  towns  family  chiropractic  clinic , tweed  heads ,2485,nsw, 02  3218  5909 ,dana.benedict@mail.com.au,certificate-iii,engineering-worker,80127, 8040  7295  7577  4193 ,5,2016-02-22t09:34+00:00
R18180937,g137119880,cassandra,bolin,martin,f,38,17/5/1982, 7  endeavour  road  villa  3 ,hillarys,6025,wa, 08  5023  2889 ,cassandra75@mail.com.au,senior-secondary-school,factory-worker,12170, 9933  7047  1690  7146 ,19,2020-04-17t22:04+00:00
R56407414,f145746140,virginia,lavette,cooks,f,41,3/4/1979, 7  wyoming  road  mayfields ,gulgong,2852,nsw, 02  0002  1797 ,cooks84@hotmail.com,certificate-iii,other-worker,60137, 2671  8932  4356  7168 ,22,2020-03-06t02:51+00:00
R28776578,i167857872,andy,dean,thompson,f,46,24/3/1974, 51  port  rush  parade  raafa  estate , meadow  springs ,6210,wa,,thompson16@hotmail.com,graduate-certificate,manager,120840, 7387  1350  2838  6103 ,23,2016-04-24t23:44+00:00
R78313283,a133182837,vlasta,,holley,f,2,16/11/2014, 1  Waterview  Court , Croydon  Hills ,3136,VIC, 03  3783  9295 ,vlasta.mathews@yahoo.com,primary-school,n/a,0,n/a,0,2016-09-04T04:40+00:00
R47475901,f149147057,angela,,coe,f,47,19/1/1973, 156  beaconsfield  parade  aprt  35 , albert  park ,3206,vic, 03  8310  9942 ,coe71@gmail.com,certificate-ii,engineering-worker,91803, 3781  7887  4667  6734 ,27,2019-12-10t16:20+00:00
R34380994,g180349493,flossie,dee,linkous,f,17,22/2/2003, 129  merthyr  road  flt  10 , new  farm ,4005,qld, 07  1874  8682 ,sgjkdeppff@aol.com,senior-secondary-school,casual-worker,0, 7901  8192  6559  9966 ,2,2020-05-17t08:44+00:00
R84284066,g146828460,david,howard,kidd,m,53,11/2/1967, 648  maidens  brush  road  henry  kendell  vlge ,wyoming,2250,nsw, 02  4482  6947 ,,bachelor-degree,other-technician,77182, 6006  7852  5137  9855 ,34,2020-03-04t17:12+00:00
R18013010,e180031110,thomas,maheshbhai,mendenhall,m,13,6/6/2003, 15  Samuels  Street ,Dubbo,2830,NSW, 02  1964  6537 ,thomas.mendenhall@gmail.com,senior-secondary-school,casual-worker,0, 4470  7427  8986  2587 ,2,2016-07-14T11:05+00:00
R87370370,h178007733,walter,lee,canady,f,64,1/3/1956, 157  marconi  street  villa  46 , bonnells  bay ,2264,nsw, 02  2621  6213 ,,masters-degree,manager,145310, 8146  8805  4977  4295 ,45,2020-01-24t11:49+00:00
R90909429,g194909092,gary,lynn,foye,f,27,23/8/1993, 10  reef  street  railway  cottage ,maldon,3463,vic, 03  8653  0350 ,bibiobepni@hotmail.com,senior-secondary-school,machinary-driver,, 8818  4724  3494  0437 ,8,2020-03-16t10:06+00:00
R37453894,g135734984,intisar,,fields,f,59,6/6/1961, 49  briggs  street  boyes ,pittsworth,4356,qld, 07  5798  9725 ,gsjfaedtqh@mail.com.au,certificate-iv,ict-technician,82767, 5083  5112  9314  8687 ,35,2015-12-06t04:30+00:00
R05143683,a145683301,thornton,h,corbett,m,14,27/5/2006, 104  magnus  street  teramby  court , nelson  bay ,2315,nsw, 02  4935  1313 ,corbett88@hotmail.com,secondary-school,n/a,0,n/a,0,2020-03-19t07:02+00:00
R83102140,d101201348,tommy,marquis,west,f,30,17/12/1990, 92  bringelly  road  crossroads ,leppington,2171,nsw, 02  1815  1416 ,west.tommy@hotmail.com,diploma,other-technician,147958, 3723  6535  8467  9541 ,8,2017-09-14t02:35+00:00
R28526811,e128816215,leo,f,haire,f,8,27/9/2008, 15  Avis  Court , Ringwood  North ,3134,VIC, 03  0650  2377 ,leo52@gmail.com,secondary-school,n/a,,n/a,0,2016-06-25T22:23+00:00
R11739570,e197301751,karin,michelle,rogers,f,23,24/8/1997, 1550  inglewood-powlett  plains  road  cooinda , powlett  plains ,3517,vic, 03  5692  8466 ,karin.rogers@gmail.com,certificate-iv,other-technician,-9999, 2460  8131  4381  5253 ,4,2020-06-02t13:11+00:00
R91397939,a113939799,sarah,monique,tompson,f,52,24/3/1968, 150  mornington-tyabb  road  mornington  ret  vlg ,mornington,3931,vic, 03  9622  8982 ,sarah42@gmail.com,certificate-ii,other-service-worker,68382, 3603  6280  3829  8993 ,31,2018-06-08t08:51+00:00
R31809561,a115980136,tara,,humphreys,f,46,20/10/1974, 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  7020  8807 ,,bachelor-degree,ict-technician,75601, 3520  2938  4971  9091 ,23,2016-02-11t16:12+00:00
R56277722,f172772265,gordon,ray,bass,m,71,8/11/1949, 21  seymour  avenue  chippendale  village ,modbury,5092,sa, 08  2924  9687 ,bass.gordon@gmail.com,secondary-school,part-time-worker,5391, 8798  1097  1940  5595 ,52,2020-06-26t12:23+00:00
R53507331,i103135375,thomas,edward,ramey,m,29,24/9/1991, 15  main  street  berady , old  bar ,2430,nsw, 02  4942  4015 ,thomas86@mail.com.au,graduate-diploma,legislator,, 6934  8868  8811  0176 ,7,2017-02-05t14:50+00:00
