rec_id_edu,ssn,first_name_edu,middle_name_edu,last_name_edu,gender_edu,current_age,birth_date_edu,street_address_edu,suburb_edu,postcode_edu,state_edu,phone_edu,email_edu,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id_med,first_name_med,middle_name_med,last_name_med,gender_med,age_at_consultation,birth_date_med,medicare_number,street_address_med,suburb_med,postcode_med,state_med,phone_med,email_med,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
R64065902,e195206604,matthew,thomas,nieves,f,47.0,21/6/1973, 63  caloundra  road  palm  village ,caloundra,4551.0,qld, 07  0853  3236 ,nieves36@aol.com,advance-diploma,art-media-professional,9999.0, 7010  0141  5042  0584 ,28.0,2020-04-12t03:43+00:00,rec-78037,matthew,thomas,nieves,f,41.0,21/6/1973, 8143  77357  2  1 , 27  nicholson  street  singleton  court ,rockhampton,4700.0,qld,,nieves36@aol.com,not-married,173.0,99.0,33.07828527515119,74.0,214.0,0.0,insomnia,2014-11-27t23:07+00:00
R58500871,e101085578,odessa,price,lee,f,26.0,16/2/1994, 199  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  6008  0690 ,lee52@mail.com,certificate-ii,engineering-worker,9999.0, 5341  8660  7672  8310 ,1.0,2014-06-20t13:45+00:00,,,,,,,,,,,,,,,,,,,,,,,
R58821680,f181028856,keith,,moore,m,39.0,15/11/1981, 32  broughton  drive  siro  villa  units ,highton,3216.0,vic, 03  9608  5123 ,,senior-secondary-school,machinary-driver,, 3736  1054  6345  3952 ,20.0,2020-04-01t19:33+00:00,rec-53716,keith,keith,moore,m,33.0,15/11/1981, 3769  75261  2  1 , 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  9608  5123 ,jmmacbcpig.mail.com.au,married,192.0,101.0,27.39800347222222,69.0,164.0,0.0,dry-mouth,2015-03-19t20:55+00:00
R17221154,f151127214,william,lee,griffin,m,11.0,29/1/2008, 5  McCarthy  Road ,Newborough,3825.0,VIC, 03  7720  2488 ,william12@aol.com,secondary-school,,0.0,,0.0,2019-12-26T22:02+00:00,,,,,,,,,,,,,,,,,,,,,,,
R91199228,c182929911,franklin,wade,renn,m,59.0,7/5/1961, 199  unley  road  malvern  medical  centre ,unley,5061.0,sa, 08  8041  8398 ,renn.franklin@yahoo.com,graduate-certificate,manager,142509.0, 9789  2037  4705  7785 ,34.0,2014-06-14t17:11+00:00,rec-21744,franklin,wade,renn,m,54.0,7/5/1961, 8472  59885  1  1 , 199  unley  road  malvern  medical  centre ,unley,,sa,,renn.franklin@yahoo.com,married,181.0,99.0,30.218857788223804,76.0,247.0,0.0,lung-cancer,2015-08-06t01:52+00:00
R67083444,g140483476,reba,corrine,gutowski,f,17.0,21/12/2003, 23  northcott  drive  div  adfa ,campbell,2612.0,act,,reba.gutowski@yahoo.com,senior-secondary-school,casual-worker,0.0, 2147  9453  2786  0492 ,2.0,2020-07-11t04:54+00:00,,,,,,,,,,,,,,,,,,,,,,,
R92819579,i158279991,norma,j,hussain,f,50.0,10/4/1970, 251  crawford  street  rsl  building ,queanbeyan,2620.0,nsw,,hussain85@yahoo.com,advance-diploma,ict-technician,122879.0, 7744  1287  6534  4030 ,28.0,2017-07-17t17:08+00:00,rec-359,norma,j,hussain,f,48.0,10/4/1970, 4320  66760  2  2 , 251  crawford  street  rsl  building ,queanbeyan,2620.0,nsw, 02  3345  0483 ,hussain85@yahoo.com,married,181.0,99.0,30.218857788223804,73.0,145.0,0.0,intense-headache,2018-10-20t01:17+00:00
R30348017,a110378403,renee,furtado,johnson,f,19.0,19/3/2001, 770  boyer  road  bundella ,dromedary,7030.0,tas, 03  9544  3075 ,johnson31@mail.com,certificate-iii,engineering-worker,77364.0, 2990  6543  1881  2861 ,0.0,2020-05-19t21:09+00:00,rec-49671,renee,furtado,johnson,f,12.0,19/3/2001, 2703  44079  2  2 , 912  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  2570  4877 ,johnson31@mail.com,not-married,157.0,36.0,14.60505497180413,72.0,159.0,0.0,urinary-frequency,2013-08-02t23:10+00:00
R65694216,d166451926,calvin,lamont,mills,f,58.0,2/1/1962, 9  buderim  avenue  pines  drive ,buderim,4556.0,qld,,mills.calvin@hotmail.com,certificate-iii,ict-technician,121066.0, 5879  3895  3635  0807 ,39.0,2020-05-22T17:49+00:00,,,,,,,,,,,,,,,,,,,,,,,
R58764785,f176845785,edward,stephen,sifford,m,51.0,10/10/1969, 97  kiah  road  roseneath , gillieston  heights ,2321.0,nsw, 02  4223  9058 ,sifford.edward@mail.com.au,certificate-i,clerical-worker,, 0070  7921  0420  1483 ,31.0,2019-06-16t20:19+00:00,rec-60030,edward,stephen,sifford,f,43.0,10/10/1969, 6209  31315  2  1 , 27  clissold  street  the  ah  orr  lodge ,ashfield,2131.0,nsw, 02  4223  9058 ,,married,165.0,114.0,41.87327823691461,68.0,157.0,0.0,spell-of-unclear-etiology,2012-12-26t12:58+00:00
R53029207,g109022375,win,m,waddell,f,44.0,23/5/1976, 1  clifton  road  westham , brunswick  junction ,6224.0,wa, 08  7216  1148 ,,masters-degree,health-professional,, 6491  5993  6304  0162 ,25.0,2020-07-10t16:50+00:00,rec-5403,win,m,waddell,f,42.0,23/5/1976, 1986  45151  1  1 , 1  clifton  road  westham , brunswick  junction ,6224.0,wa, 08  7216  1148 ,waddell39@mail.com,not-married,193.0,79.0,21.20862305028323,81.0,174.0,0.0,fall-without-injury,2018-04-19t13:18+00:00
R80095259,h129850950,gracie,rogoff,sherrill,f,59.0,26/9/1961, 182  grafton  street  solander  medical  centre ,cairns,4870.0,qld, 07  6251  6702 ,sherrill.gracie@yahoo.com,certificate-ii,construction-worker,58922.0, 1665  9750  7957  3496 ,40.0,2020-06-25t11:58+00:00,rec-29482,gracie,,sherrill,m,56.0,26/9/1961, 7271  34658  1  1 , 182  grafton  street  solander  medical  centre ,cairns,,qld,,sherrill.gracie@yahoo.com,not-married,188.0,56.0,15.844273426889997,72.0,228.0,0.0,drowsiness,2017-08-24t16:39+00:00
R65655258,d165256585,paul,,bohannan,f,70.0,24/9/1950, 18  Melanto  Avenue , Camden  Park ,5038.0,SA, 08  9922  8241 ,paul76@mail.com,graduate-certificate,health-professional,91131.0, 6490  3403  6907  2875 ,51.0,2020-08-17T22:38+00:00,,,,,,,,,,,,,,,,,,,,,,,
R24513056,g136420551,christopher,keith,crawford,m,33.0,28/12/1987, 152  dawson  street  flt  3 , brunswick  west ,3055.0,vic,,crawford49@mail.com,certificate-iv,other-worker,99478.0, 3032  6831  8418  5265 ,13.0,2019-12-10t23:07+00:00,rec-16410,christopher,keith,crawford,m,29.0,28/12/1987, 6779  76949  2  1 , 152  dawson  street  flt  3 , brunswick  west ,3055.0,vic,,,divorced,166.0,103.0,37.37842938017129,73.0,124.0,1.0,fall,2016-04-05t07:02+00:00
R53090119,i190910351,matthew,edward,tripp,f,7.0,17/9/2013, 239  table  rock  road  little  gate , kanimbla  valley ,2790.0,nsw, 02  5078  9338 ,,primary-school,,0.0,,0.0,2020-01-05t09:07+00:00,rec-88695,matthew,,tripp,f,7.0,17/9/2013, 7937  83908  1  2 , 239  table  rock  road  little  gate , kanimbla  valley ,2790.0,nsw, 02  5078  9338 ,tripp.matthew@mail.com,,112.0,29.0,23.11862244897959,68.0,46.0,0.0,fall,2020-01-01t03:35+00:00
R03458112,c118254301,melissa,renee,gower,f,34.0,10/9/1986, 3  hardwick  street  flt  1 , north  melbourne ,3051.0,vic, 03  6347  3158 ,dakhtreahe@hotmail.com,senior-secondary-school,construction-labourer,14503.0, 4190  5567  3065  5407 ,15.0,2020-01-05t21:08+00:00,rec-25031,melissa,renee,gower,f,34.0,10/9/1986, 9120  21294  1  1 , 3  hardwick  street  flt  1 , north  melbourne ,3051.0,vic, 03  6347  3158 ,dakhtreahe@hotmail.com,married,168.0,112.0,39.68253968253969,73.0,169.0,0.0,low-energy,2020-01-20t01:52+00:00
R83952770,h192380775,harold,milton,mccall,m,17.0,11/5/2003, 267  fingerpost  road  maanjuro ,richmond,7025.0,tas,,mccall57@gmail.com,senior-secondary-school,casual-worker,0.0, 9033  7305  6082  5879 ,2.0,2020-06-14t06:15+00:00,rec-63090,harold,milton,mccall,m,13.0,11/5/2003, 2496  78852  1  2 , 54  grangewood  drive  ivanhoe ,dubbo,,nsw, 02  9015  4775 ,mccall57@gmail.com,,141.0,52.0,26.155625974548567,74.0,244.0,0.0,worsened-left-knee-pain,2016-07-24t15:51+00:00
R91599413,h115914399,walter,scott,cook,m,29.0,21/2/1991, 1  dawson  road  christom , north  rockhampton ,4701.0,qld, 07  0109  6500 ,cook75@mail.com,diploma,engineering-worker,93224.0, 9282  7879  4047  0183 ,10.0,2020-03-05t24:42+00:00,rec-28911,walter,scott,cook,m,28.0,21/2/1991, 1850  35465  2  1 , 1  dawson  road  christom , north  rockhampton ,4701.0,qld, 07  0109  6500 ,,married,194.0,69.0,18.333510468700183,74.0,162.0,0.0,drowsiness,2019-07-14t14:29+00:00
R02810665,a160150862,douglas,dean,hughes,f,55.0,6/10/1965, 120  scaysbrook  drive  brentwood  village ,kincumber,2251.0,nsw, 02  4359  8730 ,hughes20@mail.com.au,senior-secondary-school,factory-worker,16289.0, 0176  9170  4584  4446 ,36.0,2020-07-14t07:33+00:00,rec-97375,douglas,dean,hughes,f,47.0,6/10/1965, 2013  64648  2  1 , 47  salamanca  place  flr  2 ,hobart,7000.0,tas, 03  2909  9003 ,,married,174.0,99.0,32.69916765755053,78.0,141.0,0.0,mild-cold,2012-06-11t01:53+00:00
R31054283,a132530814,cassandra,catalina,little,f,28.0,28/5/1992, 15  farmer  street  wandana , mirboo  north ,3871.0,vic, 03  6846  8963 ,,graduate-diploma,general-manager,198721.0, 0241  0071  0280  7155 ,8.0,2019-09-27t17:35+00:00,rec-60243,cassandra,catalina,little,f,27.0,28/5/1992, 6346  86881  1  1 , 15  farmer  street  wandana , mirboo  north ,3871.0,vic, 03  6846  8963 ,cassandra.little@aol.com,divorced,184.0,105.0,31.01370510396975,78.0,275.0,0.0,dry-mouth,2019-07-24t21:39+00:00
R75268984,g198245687,glenn,robert,bass,m,75.0,4/6/1945, 4  swan  court  riverside  garden ,douglas,4814.0,qld, 07  8696  0722 ,bass58@mail.com.au,bachelor-degree,ict-technician,96982.0, 6815  7969  8979  3134 ,56.0,2020-07-22t10:45+00:00,rec-59678,glenn,robert,bass,f,68.0,4/6/1945, 6537  50659  1  1 , 10  ellen  street  trinity  haven ,lowood,4311.0,qld, 07  8696  0722 ,bass58@mail.com.au,not-married,190.0,113.0,31.301939058171747,80.0,141.0,0.0,mild-nausea,2013-01-27t05:23+00:00
R92167283,g173986122,adam,,lovelace,m,32.0,3/6/1986, 45  Mosely  Street ,Strathfield,2135.0,NSW, 02  5482  5555 ,adam.lovelace@aol.com,certificate-ii,health-support-worker,54880.0, 8026  6273  4788  0220 ,4.0,2007-01-25T09:03+00:00,,,,,,,,,,,,,,,,,,,,,,,
R75573495,f154557793,david,todd,hill,m,55.0,19/12/1965, 22  mitchell  street  central  specialist  clinic ,darwin,800.0,nt, 08  6662  2327 ,david31@hotmail.com,diploma,automotive-worker,82378.0, 3978  9533  5126  8193 ,34.0,2018-02-20t10:59+00:00,rec-288,david,todd,hill,m,51.0,19/12/1965, 8407  14157  1  2 , 22  mitchell  street  central  specialist  clinic ,darwin,800.0,nt, 08  6662  2327 ,,married-de-facto,186.0,99.0,28.61602497398543,72.0,162.0,0.0,right-frontal-extra-axial-meningioma,2016-06-26t07:40+00:00
R58437307,b145807733,ingeborg,d,constance,f,71.0,20/3/1949, 431  st  kilda  road  flt  29 ,melbourne,3000.0,vic, 03  2257  0323 ,,bachelor-degree,ict-technician,, 9887  6060  3446  1903 ,52.0,2020-01-11t09:30+00:00,rec-56575,ingeborg,d,constance,m,61.0,20/3/1949, 4297  46329  1  1 , 67  crozier  circuit  urambi  village ,kambah,2902.0,act, 02  6890  5297 ,ingeborg.constance.aol.com,married,184.0,129.0,38.102551984877124,72.0,126.0,0.0,(l)-ankle-swelling-s/p-ankle-surgery,2013-10-25t23:42+00:00
R55198380,e139015858,gary,,hinds,m,19.0,18/12/2001, 18  sydney  road  inverness ,mudgee,2850.0,nsw, 02  8517  8355 ,hinds8@mail.com,advance-diploma,health-professional,115811.0, 1668  9303  5556  9329 ,0.0,2020-01-16t16:12+00:00,rec-25230,gary,m,hinds,m,13.0,18/12/2001, 9020  45257  1  2 , 64  smith  street  manolas  bldg ,darwin,800.0,nt, 08  4292  7585 ,,married,144.0,79.0,38.097993827160494,68.0,224.0,1.0,urinary-discomfort-associated-with-possible-uti,2014-01-07t23:01+00:00
R03515140,b151314500,janine,h,cox,f,17.0,2/3/2003, 178  duchess  road  lojo  park , mount  isa ,4825.0,qld, 07  5827  6857 ,janine.cox@mail.com.au,senior-secondary-school,casual-worker,0.0, 1800  7437  4992  3684 ,2.0,2020-03-18t21:24+00:00,rec-41217,janine,h,cox,f,15.0,2/3/2003, 3619  28108  2  3 , 178  duchess  road  lojo  park , mount  isa ,4825.0,qld, 07  5827  6857 ,janine.cox@mail.com.au,,158.0,72.0,28.841531805800347,76.0,139.0,0.0,fall,2018-01-09t07:41+00:00
R20841107,g128140701,george,earl,campo,f,19.0,20/10/2001, 3  heard  street  belmont  est ,mawson,2607.0,act, 02  1716  8608 ,campo.george@yahoo.com,diploma,other-worker,9999.0, 9637  5916  4458  1466 ,0.0,2020-06-17t02:51+00:00,rec-87986,george,earl,campo,f,15.0,20/10/2001, 7800  13851  1  2 , 56  ainslie  avenue  argyle  square ,reid,2612.0,act, 02  1716  8608 ,campo.george@yahoo.com,not-married,174.0,62.0,20.478266613819528,77.0,223.0,0.0,atrial-fibrillation,2016-11-19t10:35+00:00
R46507187,b107476851,william,edward,foreman,m,73.0,29/5/1947, 14  james  street  regent  waters ,wanneroo,6065.0,wa, 08  4422  8049 ,foreman.william@aol.com,senior-secondary-school,machinary-driver,15205.0, 2123  2463  7129  2103 ,49.0,2015-11-17t15:38+00:00,rec-57368,william,,foreman,m,68.0,29/5/1947, 5082  64552  2  1 , 14  james  street  regent  waters ,wanneroo,6065.0,wa, 08  4422  8049 ,foreman.william@aol.com,married,180.0,119.0,36.72839506172839,70.0,214.0,0.0,boil-on-l-hand,2015-09-08t03:33+00:00
R77047590,h177490075,michael,wayne,harriman,m,35.0,2/9/1985, 34  orient  street  commonwealth  bnk  bldg , batemans  bay ,2536.0,nsw, 02  6194  2728 ,michael.harriman@mail.com.au,advance-diploma,ict-technician,113392.0, 2812  4325  4493  5524 ,15.0,2019-10-14t20:35+00:00,rec-61686,michael,wayne,harriman,m,31.0,2/9/1985, 7694  11396  2  2 , 34  orient  street  commonwealth  bnk  bldg , batemans  bay ,2536.0,nsw, 02  6194  2728 ,michael.harriman@mail.com.au,married,167.0,84.0,30.11940191473341,74.0,95.0,0.0,non-malignant-growth-removed-r-face,2016-08-06t16:36+00:00
R95585987,b175858995,evan,michael,thompson,f,55.0,29/11/1965, 195  gillespie  road  norren  vale ,tynong,3813.0,vic, 03  4367  1183 ,,certificate-iv,other-technician,129278.0, 3463  3402  0253  1339 ,36.0,2020-02-13t14:27+00:00,rec-98634,evan,michael,thompson,f,48.0,29/11/1965, 4639  95683  2  2 , 195  gillespie  road  norren  vale ,tynong,3813.0,vic,,,not-married,183.0,70.0,20.902385858042937,75.0,188.0,0.0,inner-ear-virus,2013-07-20t16:53+00:00
R35108671,i167853011,leslie,elizabeth,church,f,30.0,2/12/1990, 247  trower  road  shop  gd ,casuarina,810.0,nt, 08  6544  0568 ,leslie.church@yahoo.com,certificate-iv,other-technician,9999.0, 8018  4891  6865  0391 ,11.0,2020-06-14t01:14+00:00,rec-16418,leslie,elizabeth,church,f,29.0,2/12/1990, 1715  83692  1  1 , 247  trower  road  shop  gd ,casuarina,,nt, 08  6544  0568 ,leslie.church@yahoo.com,married,175.0,119.0,38.857142857142854,70.0,105.0,0.0,fall,2019-06-07t09:42+00:00
R75822890,g188272590,paul,edward,mcdonald,m,29.0,28/5/1991, 64  grace  road  section ,mallala,5502.0,sa, 08  4529  6528 ,mcdonald.paul@aol.com,graduate-diploma,art-media-professional,9999.0, 2135  9599  5702  9902 ,10.0,2020-07-15t08:28+00:00,rec-52072,paul,edward,mcdonald,m,26.0,28/5/1991, 3041  28977  1  1 , 64  grace  road  section ,mallala,5502.0,sa, 08  4529  6528 ,mcdonald.paul@aol.com,not-married,178.0,132.0,41.66140638808231,78.0,180.0,0.0,increased-confusion-due-to-hypothroidism,2017-01-23t07:35+00:00
R07221125,h115722012,ashley,dencie,chirinos,f,25.0,3/12/1995, 33  bass  highway  wynyard  caravn  park , wynyard  east ,7325.0,tas, 03  5699  9527 ,ashley.chirinos@yahoo.com,certificate-iii,engineering-worker,53810.0, 2083  3101  8729  4987 ,6.0,2020-02-06t05:33+00:00,,,,,,,,,,,,,,,,,,,,,,,
R01167100,e117006011,alicksander,alan,shaw,m,61.0,1/8/1959, 19  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  9182  1828 ,shaw74@aol.com,certificate-ii,health-support-worker,67115.0, 8556  0567  8886  5788 ,42.0,2020-03-15t05:10+00:00,rec-58392,alicksander,alan,shaw,m,56.0,1/8/1959, 4060  62865  1  1 , 1  condamine  highway  ironbark ,kogan,,qld,,shaw74@aol.com,not-married,199.0,99.0,24.999368702810536,83.0,196.0,0.0,urinary-discomfort,2015-12-02t07:05+00:00
R74621051,c172061451,karen,ann,johnson,f,24.0,16/4/1996, 40  marcus  clarke  street  canberra  hse , canberra  city ,2601.0,act, 02  6712  0378 ,karen.johnson@hotmail.com,secondary-school,taxi-driver,10111.0, 4358  2117  2626  6184 ,5.0,2020-04-24t11:47+00:00,rec-66066,karen,ann,johnson,f,16.0,16/4/1996, 7481  70541  2  2 , 1  woodrow  avenue  figtree  gardens  caravn  park ,figtree,2525.0,nsw,,karen.johnson@hotmail.com,not-married,166.0,79.0,28.668892437218755,72.0,280.0,0.0,urinary-tract-infection,2012-11-16t17:53+00:00
R03114289,b118403921,philip,keenan,garvin,m,17.0,12/11/2001, 30  Prospect  Hill  Road ,Camberwell,3124.0,VIC,,garvin42@mail.com.au,certificate-ii,personal-services-worker,55764.0, 8783  4681  8797  8592 ,0.0,2018-03-14T19:03+00:00,,,,,,,,,,,,,,,,,,,,,,,
R23802168,e106281382,sherry,harrelson,willard,f,29.0,19/8/1991, 1  greenhills  road  googoorewon ,berrima,2577.0,nsw, 02  3426  2053 ,sherry61@hotmail.com,certificate-iii,ict-technician,77356.0, 0065  7167  6081  8778 ,8.0,2018-06-05t09:25+00:00,rec-56654,sherry,harrelson,willard,f,28.0,19/8/1991, 6592  57034  2  1 , 1  greenhills  road  googoorewon ,berrima,2577.0,nsw,,sherry61@hotmail.com,married,170.0,67.0,23.18339100346021,79.0,195.0,0.0,drowsiness,2019-11-12t19:36+00:00
R78718777,d188717777,delwin,g,hagler,m,14.0,24/10/2006, 21  anembo  road  haddon  park ,berowra,2081.0,nsw, 02  6332  5779 ,,secondary-school,,0.0,,0.0,2020-07-08t07:15+00:00,rec-44888,delwin,g,hagler,m,7.0,24/10/2006, 6215  31321  2  2 , 1012  st  arnaud  road  maryborough ,wareek,3465.0,vic, 03  3751  3559 ,delwin.hagler@gmail.com,,110.0,22.0,18.18181818181818,72.0,220.0,0.0,nausea,2013-07-08t13:01+00:00
R27897789,i172779898,robert,n,finley,f,68.0,19/1/1952, 1  mt  everton  road  harrington , georges  plains ,2795.0,nsw,,robert98@mail.com.au,bachelor-degree,other-technician,9999.0, 1560  0391  6923  9506 ,49.0,2020-01-10t20:05+00:00,rec-85189,robert,,finley,f,65.0,19/1/1952, 3072  20351  2  1 , 1  mt  everton  road  harrington , georges  plains ,2795.0,nsw, 02  2866  1879 ,robert98@mail.com.au,widowed,196.0,67.0,17.440649729279468,74.0,179.0,0.0,low-energy,2017-07-06t03:20+00:00
R69756324,d135642967,john,l,neeley,m,74.0,30/4/1946, 60  garran  place  woden  valley  speclst  centre ,garran,2605.0,act, 02  2780  4077 ,neeley.john@aol.com,senior-secondary-school,other-labourer,14246.0, 3510  7589  6051  4707 ,54.0,2019-04-06t03:49+00:00,rec-42552,john,l,neeley,m,70.0,30/4/1946, 9395  49711  1  1 , 60  garran  place  woden  valley  speclst  centre ,garran,2605.0,act,,,married,184.0,56.0,16.5406427221172,72.0,219.0,1.0,mild-ischemic-colitis,2016-03-01t18:25+00:00
R56947005,f147550069,darlene,narada,stocks,m,12.0,6/6/2008, 1  woodrow  avenue  figtree  gardens  caravn  park ,figtree,2525.0,nsw, 02  0293  7762 ,,secondary-school,,0.0,,0.0,2020-02-06t09:38+00:00,rec-220,darlene,narada,stocks,m,5.0,6/6/2008, 2127  62580  1  3 , 175  strickland  crescent  john  james  medical  centre ,deakin,,act,,poemchnsde@gmail.com,,102.0,18.0,17.301038062283737,72.0,163.0,0.0,hiatal-hernia,2013-02-08t18:49+00:00
R26041214,b114460221,shaun,edgar,mcrorie,m,36.0,6/7/1984, 2  fraser  avenue  paradise  ocean ,miami,4220.0,qld, 07  7926  5223 ,mcrorie.shaun@mail.com,senior-secondary-school,other-labourer,9999.0, 1893  1642  8286  4277 ,14.0,2017-06-27t06:47+00:00,rec-59349,shaun,edgar,mcrorie,m,35.0,6/7/1984, 8759  81213  1  2 , 2  fraser  avenue  paradise  ocean ,miami,4220.0,qld,,mcrorie.shaun@mail.com,married-de-facto,166.0,56.0,20.322252866889244,73.0,116.0,0.0,episodes-of-crying,2019-11-22t01:10+00:00
R64037811,c146311078,joseph,dewayne,garrett,f,13.0,6/9/2007, 424  oleander  street  canton  beach  van  park ,toukley,2263.0,nsw, 02  4544  4713 ,dqjeibefkt@hotmail.com,secondary-school,,0.0,,0.0,2020-02-02t17:12+00:00,rec-81634,joseph,dewayne,garrett,f,8.0,6/9/2007, 5163  91352  2  2 , 5  wreford  court  amaroo  retirement  vlge ,gosnells,6110.0,wa,,dqjeibefkt@hotmail.com,,117.0,36.0,26.29848783694938,75.0,105.0,0.0,diarrhea-in-the-morning,2015-09-18t09:16+00:00
R64071381,c146311078,joseph,dewayne,garrett,f,13.0,6/9/2007, 424  oleander  street  canton  beach  van  park ,toukley,2263.0,nsw, 02  4544  4713 ,dqjeibefkt@hotmail.com,secondary-school,,0.0,,0.0,2020-02-02t17:12+00:00,rec-81634,joseph,dewayne,garrett,f,8.0,6/9/2007, 5163  91352  2  2 , 5  wreford  court  amaroo  retirement  vlge ,gosnells,6110.0,wa,,dqjeibefkt@hotmail.com,,117.0,36.0,26.29848783694938,75.0,105.0,0.0,diarrhea-in-the-morning,2015-09-18t09:16+00:00
R69686688,b166868698,louis,theodis,ziefert,f,22.0,16/4/1998, 764  morayfield  road  pine  village ,burpengary,4505.0,qld,,louis.ziefert@gmail.com,bachelor-degree,ict-technician,141391.0, 7809  1891  2220  2830 ,3.0,2020-03-22t13:05+00:00,rec-77292,louis,theodis,ziefert,f,19.0,16/4/1998, 7085  69084  2  2 , 764  morayfield  road  pine  village ,burpengary,4505.0,qld, 07  3424  2329 ,louis.ziefert@gmail.com,married,180.0,115.0,35.49382716049382,69.0,227.0,0.0,stomach-flu,2017-03-05t02:18+00:00
R47292627,f172269274,james,,best,m,27.0,16/9/1993, 413  commercial  (west)  street  tower  view , mount  gambier ,5290.0,sa, 08  3683  2873 ,best85@hotmail.com,certificate-ii,carer,9999.0, 5965  0079  2513  0606 ,4.0,2016-07-07t08:09+00:00,,,,,,,,,,,,,,,,,,,,,,,
R51086178,h180871516,levi,evans,floyd,f,71.0,7/6/1949, 912  kangaroo  valley  road  indooroopilly ,bellawongarah,2535.0,nsw, 02  4491  7983 ,levi.floyd@yahoo.com,secondary-school,farm-worker,17182.0, 2720  3587  6631  1777 ,51.0,2019-05-21t08:57+00:00,rec-86515,levi,evans,floyd,f,66.0,7/6/1949, 3981  22492  2  1 , 43  dargavilles  road  wollomba  park ,nabiac,2312.0,nsw,,levi.floyd@yahoo.com,married-de-facto,166.0,55.0,19.959355494266223,74.0,167.0,0.0,diarrhea,2015-01-03t17:46+00:00
R18240282,e180412282,carl,franklin,strickland,m,13.0,9/7/2007, 3270  bucketts  way  rombo  farm ,craven,2422.0,nsw, 02  6744  2625 ,,secondary-school,,0.0,,0.0,2020-06-23t17:09+00:00,rec-4393,carl,franklin,strickland,m,10.0,9/7/2007, 2883  35298  2  3 , 3270  bucketts  way  rombo  farm ,craven,2422.0,nsw,,strickland61@gmail.com,,127.0,35.0,21.700043400086802,80.0,145.0,0.0,urinary-frequency,2017-11-13t02:49+00:00
R82210930,g110239802,ronald,channing,moore,m,65.0,16/2/1952, 101  river  street  aprt  606 , south  yarra ,3141.0,vic, 03  7438  5976 ,,senior-secondary-school,construction-labourer,9999.0, 9405  6744  3716  2338 ,48.0,2016-12-02T23:25+00:00,,,,,,,,,,,,,,,,,,,,,,,
R89349779,b199784739,carry,,canon,m,25.0,29/1/1995, 350  prince  henry  drive  eungella ,toowoomba,4350.0,qld, 07  1573  3101 ,canon.carry@mail.com.au,doctoral-degree,ict-professional,137028.0, 6617  0913  5778  2855 ,6.0,2020-05-09t05:15+00:00,rec-35593,carry,frederick,canon,m,20.0,29/1/1995, 1436  67708  1  3 , 26  cassia  close  plum  tree ,stanage,,qld,,canon.carry@mail.com.au,married,190.0,132.0,36.56509695290859,71.0,152.0,0.0,increased-triglyceride-level,2015-09-21t04:13+00:00
