rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-50029,g125230950,douglas,anthony,imes,m,23,20/3/1993, 1927  20891  1  3 , 10  rutleys  road  mecca  caravan  park ,wyee,2259,nsw,,,divorced,167,115,41,71,239,0,cough-and-cold,2016-02-25t01:13+00:00
rec-55199,e136480500,steven,d,bowen,m,40,28/3/1973, 4863  71399  2  1 , 150  watchbox  road  kinrara ,barfold,3444,vic, 03  8641  4972 ,,married-de-facto,186,-99,37,71,166,0,hyponatremia,2013-12-02t13:29+00:00
rec-4973,b133384813,elizabeth,l,love,m,14,17/5/2002, 8170  71601  1  3 , 3  old  wolvi  road  gympevia ,canina,4570,qld,,love85@mail.com.au,n/a,170,45,15,75,176,0,nausea,2016-11-20t17:21+00:00
rec-29030,e112415107,edward,gambano,sheely,m,6,19/1/2008, 4686  79142  1  2 , 3859  deviney  road  pinelands  industrial  estate ,berrimah,0828,nt, 08  8268  6308 ,edward90@hotmail.com,n/a,112,29,23,74,160,0,low-energy,2014-03-02t15:41+00:00
rec-32630,f104133328,george,,farara,m,30,14/3/1986, 3887  14945  2  1 , 3  parap  road  parap  village  shopping  centre ,parap,0820,nt, 08  1948  1309 ,,not-married,178,149,47,78,160,0,muscloskeletal-pain,2016-01-05t23:58+00:00
rec-56253,i182850061,vickie,barrow,gettinger,f,57,26/9/1955, 7988  43909  1  1 , 126  racecourse  road  flt  98 ,flemington,3031,vic,,,divorced,181,56,17,70,164,0,arthritis--back,2012-11-20t16:28+00:00
rec-41300,g124087366,linda,,he,f,53,14/3/1960, 6717  38686  2  2 , 16  claremont  crescent  claremont  cottage ,windsor,2756,nsw,,,not-married,176,93,30,70,95,0,rash-left-hand,2013-12-18t12:07+00:00
rec-43262,b184495408,kyle,edward,hooker,m,28,12/6/1985, 7362  49359  1  1 , 22  macgregor  street  the  grange ,deakin,2600,act, 02  1561  6985 ,kyle49@mail.com.au,married,198,-99,25,74,46,0,red-bumps-on-arms-and-back,2013-12-13t21:52+00:00
rec-75050,b163730569,james,andrew,weaver,f,17,4/4/1999, 1591  28009  2  3 , 22  mitchell  street  central  specialist  clinic ,darwin,0800,nt,,,married,180,83,25,75,133,0,chest-pain,2016-03-19t21:31+00:00
rec-2521,i159870864,robert,oliver,warren,m,19,27/10/1994, 5823  85073  1  3 , 5  carrabie  street  raaf  base ,darwin,0800,nt, 08  8390  9845 ,robert53@hotmail.com,married,196,75,19,79,319,0,bradycardia,2013-06-17t10:51+00:00
rec-9377,f140656037,burnett,e,diaz,m,24,19/5/1995, 3358  68969  2  2 , 1  bymount  (east)  road  fullwood ,injune,4454,qld,,burnett.diaz@mail.com.au,married,199,99,24,73,184,1,endovascular-repair-of-infrarenal-abdominal-aortic-aneurysm.,2019-08-02t01:48+00:00
rec-22721,a145452514,fredrick,lee,montognese,m,54,7/8/1962, 4782  27152  2  1 , 79  lipson  street  apt  6 , port  adelaide ,5015,sa, 08  4377  1829 ,,not-married,167,96,34,74,255,0,headache-(mild),2016-02-23t20:42+00:00
rec-14786,h138529408,ernest,ruel,keever,m,5,16/12/2008, 9377  11241  1  3 , 6  george  crescent  robertson  barracks , fannie  bay ,0820,nt, 08  7928  5486 ,keever10@gmail.com,n/a,111,-99,17,76,170,0,urinary-frequency,2013-09-25t20:06+00:00
rec-23372,e168661624,elizabeth,smith,mitchell,f,30,12/9/1987, 3026  52395  1  2 , 330  bracknell  road  forest  park ,bracknell,7302,tas, 03  7952  8867 ,mitchell.elizabeth@aol.com,widowed,186,-99,18,70,182,0,consitpation,2017-09-14t05:06+00:00
rec-22627,h103543016,amanda,renee,bunch,f,16,30/1/1998, 8974  74781  1  3 , 1  evans  road  heritage  estate ,toukley,,nsw, 02  9680  1094 ,esfgpcgpkb@mail.com,married,165,57,20,73,127,0,palpitations,2014-02-23t10:38+00:00
rec-85863,a127294165,john,ray,duff,m,31,19/1/1987, 6390  16951  1  1 , 7  keith  lane  level  one , fannie  bay ,0820,nt,,,separated,165,89,32,73,216,0,worsening-lower-extremidy-edema,2018-02-18t07:53+00:00
rec-70497,i196635340,shane,michael,cook,f,19,25/7/1995, 8104  12463  1  2 , 17  university  avenue  palm  plaza ,palmerston,0830,nt, 08  0976  5221 ,,married,177,79,25,68,148,1,lymph-node-swelling,2014-04-08t07:36+00:00
rec-90338,h138338474,richard,,narez,f,10,22/1/2002, 7978  80788  1  3 , 27  woongarra  scenic  drive  carlyle  garden ,bargara,4670,qld, 07  8810  0979 ,richard27@mail.com,n/a,129,52,31,76,228,0,acid-reflux,2012-10-20t14:57+00:00
rec-48426,h105797748,brenda,j,elwood,f,66,5/12/1950, 4352  68639  2  1 , 1364  caves  road  love  spring  (cnr  bushby  r  road ,karridale,6288,wa, 08  5727  8617 ,kdccbqacje@hotmail.com,not-married,195,144,37,80,216,0,abdominal-discomfort,2016-09-26t20:47+00:00
rec-94898,a131832191,david,anthony,travis,f,53,31/5/1962, 2997  46224  2  2 , 3494  main  beach  parade  ocean  park  towers , main  beach ,4217,qld,,david8@yahoo.com,divorced,186,147,42,76,299,0,spinal-stenosis-lumbar,2015-09-13t08:27+00:00
rec-23576,i158172410,lawrence,ryan,daniel,m,54,11/6/1963, 1805  25287  1  2 , 1  evans  road  heritage  est ,toukley,2263,nsw, 02  0991  6325 ,,married-de-facto,187,85,24,74,229,0,dry-mouth,2017-10-13t11:20+00:00
rec-14469,i141708949,rosa,,bishop,m,61,2/12/1953, 8091  50140  2  1 , 16  waveney  street  ainslie  house , launceston  south ,7249,tas,,nnghfqllne@mail.com.au,widowed,172,149,50,75,190,0,crying,2014-02-25t06:52+00:00
rec-87380,c158848700,mark,edwin,shuler,f,32,24/3/1982, 5750  55636  2  2 , 67  winders  place  palm  lake  resort , banora  point ,,nsw, 02  0821  3181 ,qdfqcogmrc@gmail.com,divorced,176,62,20,76,191,0,urinary-tract-infection,2014-02-09t01:28+00:00
rec-71051,f151660641,kenneth,keith,russell,f,50,13/12/1962, 1460  95146  1  1 , 22  coranderrk  street  glebe  cottage ,reid,,act, 02  6489  4024 ,,married,190,114,31,74,180,1,constipation,2014-10-13t12:29+00:00
rec-7339,e190857419,mian,alvin,williams,m,27,29/7/1987, 3309  52631  1  1 , 50  townhouse  road  the  entrance ,noosaville,4566,qld, 07  5936  4869 ,,not-married,192,132,35,76,158,1,constipation,2014-01-10t21:06+00:00
rec-71778,f172054497,edward,w,caulder,f,50,14/7/1964, 5082  98507  2  2 , 44  victoria  street  hastings  clinic ,hastings,3915,vic,,,married-de-facto,187,71,20,70,258,0,cataracts,2014-01-27t03:54+00:00
rec-4257,g184709175,benjamin,thomas,mcfarland,m,30,7/9/1988, 4407  53598  2  2 , 62  edgar  (north)  street  flt  3 , glen  iris ,3146,vic, 03  4926  6912 ,mcfarland67.mail.com.au,married,175,73,23,74,81,0,dyspnea-on-exertion,2018-10-27t17:33+00:00
rec-82930,f143407533,stephen,earl,grubb,f,70,18/1/1943, 4711  60236  1  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  5232  4460 ,stephen17@yahoo.com,married-de-facto,169,125,43,72,198,0,tooth-ache,2013-03-04t13:04+00:00
rec-39180,c101289629,michelle,denise,terry,f,69,9/6/1946, 6763  48869  2  2 , 73  victoria  street  apt  2004 , potts  point ,,nsw,,gtrocjrmip@yahoo.com,not-married,178,125,39,75,227,0,hospitalization-after-serious-car-accident,2015-01-12t04:02+00:00
rec-13392,h180696948,dee,sue,kerr,f,21,31/1/1993, 3667  90382  2  3 , 5  inlet  street  shallow ,yanakie,3960,vic, 03  5585  8257 ,kerr64@yahoo.com,not-married,196,110,28,72,175,0,diarrhea,2014-12-04t15:31+00:00
rec-34920,b188515416,jerry,lemar,martin,m,22,7/11/1996, 7702  68194  2  2 , 13  lowestoft  avenue  volare ,berriedale,7011,tas, 03  9813  9187 ,odsmataqgr@aol.com,divorced,183,104,31,75,134,1,knee-pain,2018-10-15t19:30+00:00
rec-82644,h171616619,billy,lamar,rich,f,19,11/5/1995, 8120  69146  1  2 , 10  moore  street  optus  centre , canberra  city ,2601,act, 02  4315  8631 ,,married,165,79,29,68,148,0,abdominal-discomfort,2014-06-01t10:02+00:00
rec-45983,a122670989,bobby,paul,kebede,m,6,9/8/2008, 3986  83314  1  3 , 36  corinna  street  corinna  chambers ,phillip,2606,act, 02  8065  8020 ,gleclsjmgn@yahoo.com,n/a,111,24,19,69,114,0,mitral-valve-prolapse,2014-09-23t22:26+00:00
rec-43259,h104357316,chianti,cassandra,harvey,f,33,6/10/1984, 8930  59707  2  1 , 11  james  street  the  range  shoppingcntr ,toowoomba,4350,qld,,chianti86@aol.com,married,168,56,19,82,189,0,osteoporosis,2017-06-26t01:31+00:00
rec-45093,c151485666,tiffany,rebecca,anderson,f,37,19/6/1978, 1188  79878  1  1 , 14  mount  eagle  way  wyndhamvale ,werribee,3030,vic,,,not-married,198,82,20,80,147,0,atrial-fibrillation,2015-02-19t08:59+00:00
rec-25052,h139423244,thelma,mariejackson,reidy,f,70,12/3/1948, 5883  31863  2  2 , 1  glenelg  highway  rosebank ,warrayure,3301,vic,,thelma.reidy@yahoo.com,married-de-facto,184,56,16,73,107,0,musculoskeletal-pain,2018-12-04t16:41+00:00
rec-76898,f141325051,jeffrey,louis,evans,f,6,11/6/2014, 4485  89790  2  2 , 14  meroo-bass  street  meroo ,flinders,3929,vic, 03  1054  0200 ,,n/a,107,23,20,71,222,0,neuropathy-in-feet-worsening,2020-02-27t17:37+00:00
rec-88267,i146300643,linda,,roberts,f,8,14/6/2012, 8338  33047  1  2 , 1  dog  trap  road  barton  park ,yass,2582,nsw, 02  2396  4789 ,linda80@aol.com,n/a,133,33,18,80,171,0,blurred-vision,2020-01-09t08:31+00:00
rec-30989,g102240268,sylvester,carrington,keener,m,14,2/11/2001, 9633  30331  1  2 , 26  mitchell  street  mallam  chambers ,darwin,0800,nt,,,married,149,78,35,74,193,0,diarrhea,2015-10-21t03:09+00:00
rec-32856,h110240674,marsha,varney,ball,m,64,5/3/1951, 6985  86850  2  1 , 5  harrisons  lane  learning  earth  farm , cardiff  heights ,2285,nsw,,ehbthsqkpl@mail.com.au,not-married,191,124,33,75,144,0,bilateral-hearing-loss,2015-05-11t11:15+00:00
rec-49854,f145699693,matthew,eugene,apple,m,3,14/8/2009, 6752  95516  1  2 , 12  marina  avenue  kalyra  heights ,belair,5052,sa, 08  3982  7826 ,apple.matthew@mail.com,n/a,87,18,23,75,156,0,query-food-poisoning,2012-11-21t18:29+00:00
rec-47625,d144314396,jackie,,berman,f,7,26/3/2006, 3558  50399  1  3 , 51  francis  street  francis  street  medical  centre ,bairnsdale,3875,vic, 03  8986  4279 ,jackie.berman@mail.com.au,n/a,118,-99,24,69,172,0,l-knee-surgery,2013-01-27t02:22+00:00
rec-45784,c109517423,allyson,taratruelove,swanner,f,41,10/9/1974, 5920  99678  2  2 , 13  cavenagh  street  carpentaria  house ,darwin,0800,nt,,,married,175,-99,44,74,151,0,dry-mouth,2015-11-24t04:16+00:00
rec-69066,c161140452,valerie,jade,freeman,f,70,20/3/1945, 9444  91650  2  2 , 7  liberman  close  apt  54 ,adelaide,5000,sa, 08  0754  8596 ,,married-de-facto,182,84,25,73,170,0,dizziness,2015-11-18t10:16+00:00
rec-76171,f145761299,dennis,bradley,cohen,f,39,22/2/1974, 1954  83562  1  2 , 206  back  eildon  road  glengarry ,thornton,,vic, 03  3936  0360 ,cohen37@yahoo.com,married,184,138,40,75,151,0,variable-blood-sugar-readings,2013-05-05t11:06+00:00
rec-79984,c160620487,robert,lee,langley,f,42,16/6/1976, 6332  61055  2  1 , 258  spring  street  yukana  retirement  village ,toowoomba,,qld, 07  0229  5331 ,dbinndhtdt@hotmail.com,married-de-facto,193,-99,36,74,229,0,upper-respiratory-infection,2018-06-10t15:59+00:00
rec-7898,g186651943,keatrah,lynn,steele,f,18,21/5/1994, 7695  50099  1  2 , 10  adamson  street  ca ,malmsbury,3446,vic, 03  0798  3651 ,keatrah85@mail.com.au,not-married,174,61,20,69,167,0,neck-stiffness,2012-04-24t15:17+00:00
rec-13045,c151240126,mary,elizabeth,pittman,f,38,23/3/1975, 6187  20851  1  1 , 133  church  road  hercules  park ,dromedary,7030,tas,,mary52.mail.com.au,married-de-facto,168,138,48,82,118,1,insomnia,2016-08-16t01:08+00:00
rec-13860,e132069783,bria,pinnix,behrens,f,68,19/12/1950, 5526  19719  2  2 , 136  yallambee  avenue  rsl  retirement  vlge ,gosford,,nsw, 02  7316  0379 ,behrens.bria@yahoo.com,not-married,178,-99,35,79,181,0,drowsiness,2018-06-27t23:27+00:00
rec-69199,e164664654,rickie,nelson,messer,m,45,7/7/1970, 2860  18378  2  1 , 2  baldwin  court  hmas  cerberus , western  port ,3984,vic,,rickie67@aol.com,not-married,190,56,15,68,92,1,fall,2015-06-16t06:58+00:00
rec-30794,f110794131,terry,caroline,goins,f,23,7/5/1992, 5905  13550  2  3 , 1  pacific  highway  teagues  creek , nambucca  heads ,2448,nsw, 02  3853  0916 ,pcnfskrtke@hotmail.com,married,179,74,23,77,147,1,toenail-fungus,2015-08-22t20:56+00:00
rec-45118,c157119851,thomas,willard,mcclain,m,20,26/10/1997, 1120  28880  1  2 , 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,0870,nt, 08  1984  5689 ,mcclain.thomas@mail.com,not-married,178,141,44,74,104,0,actinic-lesion-left-hand,2017-01-17t08:27+00:00
rec-92251,e150523323,jerald,dean,fulcher,f,62,28/9/1950, 6258  10432  1  2 , 151  jamba  street  logon  units ,alyangula,0885,nt, 08  7402  9539 ,fulcher54@aol.com,married,189,106,29,74,181,0,drowsiness,2012-05-11t19:54+00:00
rec-84400,c166281238,justin,eugene,caldwell,f,19,9/11/1992, 7552  22483  1  2 , 193  lake  street  cairns  medical  specialist  centre ,cairns,4870,qld,,caldwell.justin@aol.com,widowed,175,91,29,68,194,0,ulcer-(bleeding),2011-12-16t21:19+00:00
rec-76444,g186845084,henry,gordon,hunter,f,29,5/9/1989, 1317  35844  2  2 , 154  woodgrove  close  willomere ,hall,2618,act, 02  6406  2131 ,,married,173,65,21,75,223,0,lp-headache,2018-12-24t17:14+00:00
rec-63589,d194831007,colleen,heppenstall,weeks,f,63,26/11/1953, 4251  53573  2  2 , 177  boomerang  beach  drive  summer  folly , pacific  palms ,2428,nsw, 02  9322  7966 ,,married,182,74,22,77,93,1,nightmares,2016-09-12t12:15+00:00
rec-13251,c170587594,aaron,wayne,breeze,m,67,24/5/1948, 8848  47501  2  1 , 6  leichhardt  terrace  leichtodd  plaza , alice  springs ,0870,nt,,,not-married,178,69,21,76,203,1,low-energy,2015-03-17t03:26+00:00
rec-72389,i194673529,john,b,green,f,54,26/9/1961, 4160  25654  1  1 , 26  river  park  road  riverpark  lodge , port  macquarie ,2444,nsw,,green.john@mail.com.au,married-de-facto,168,106,37,74,110,0,flu-symptoms,2015-03-20t06:26+00:00
rec-81835,e124400332,glennie,eagle,thompson,f,39,10/4/1975, 5020  20588  2  2 , 201  mann  street  waterfall  arcade ,gosford,2250,nsw,,thompson.glennie@yahoo.com,widowed,179,121,37,74,239,0,drowsiness,2014-08-16t02:16+00:00
rec-1475,h125902437,emily,annc,mcneill,f,28,13/7/1987, 8693  49570  2  2 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld,,mcneill.emily@aol.com,widowed,197,92,23,77,218,0,shotness-of-breath-on-exertion,2015-04-16t07:40+00:00
rec-23831,d172231010,barry,,woods,m,22,20/9/1995, 3996  35214  2  3 , 1  chaman  street  the  lazy  c , deception  bay ,4508,qld, 07  6115  0632 ,,separated,183,110,32,69,232,0,hematuria,2017-06-22t22:02+00:00
rec-52433,f107063213,mark,danny,dewalt,m,20,15/6/1992, 4841  61249  2  3 , 577  paling  yard  road  red  hill ,limekilns,2795,nsw,,,not-married,175,90,29,77,255,1,dizzness,2015-01-10t01:33+00:00
rec-48905,e194233937,beth,,gregory,m,34,6/8/1981, 9045  98793  2  1 , 6  leonard  court  st  aubins ,sorrento,3943,vic,,gregory.beth@gmail.com,not-married,189,93,26,72,247,0,constipation,2015-12-20t04:51+00:00
rec-79594,h126863438,alfonsa,david,banner,f,62,21/4/1953, 5307  14233  2  1 , 10  ron  penhaligon  way  robina  grdn  villas ,robina,4226,qld,,alfonsa80.aol.com,not-married,178,59,18,83,83,0,strep-throat,2018-10-08t24:12+00:00
rec-5761,c192751754,lena,ann,fitzgerald,f,28,29/4/1984, 8935  64519  2  1 , 23  bridges  road  braeside ,gerringong,2534,nsw, 02  3414  3790 ,,married,169,140,49,76,111,0,hypertension,2012-12-12t10:16+00:00
rec-15463,d149960962,jeffrey,lewis,shihadeh,m,17,17/6/1999, 4753  24871  1  3 , 545  duramana  road  allenanne ,duramana,2795,nsw, 02  9150  8091 ,jeffrey24@gmail.com,not-married,184,57,16,76,146,0,brain-aneurysm,2016-03-13t05:59+00:00
rec-10820,e198196418,kimberly,marie,campbell,f,29,19/1/1988, 3090  22304  2  1 , 61  karalta  road  villa  228 ,erina,2250,nsw, 02  5299  0913 ,kimberly.campbell@hotmail.com,married,168,113,40,71,200,0,depressed-mood,2017-11-14t22:51+00:00
rec-35848,g130404432,martina,nonisa,vawter,f,29,21/3/1989, 1405  38666  2  1 , 15  helen  street  park  estate , golden  beach ,2483,nsw, 02  6844  8503 ,,married,197,88,22,78,232,0,musculoskeletal-pain,2018-05-16t05:49+00:00
rec-46288,b183025588,mattie,stevenson,daniel,f,57,31/7/1959, 7060  66690  2  2 , 21  riverside  drive  king  ash  bay ,borroloola,,nt,,haatrkjrta@mail.com,not-married,189,122,34,70,184,0,dry-mouth.,2016-10-22t08:59+00:00
rec-19417,d136877415,jeremy,jewel,shaw,m,24,2/1/1992, 8390  36491  1  3 , 10  kilfeera  road  cooinda ,benalla,3672,vic, 03  8916  9369 ,,married,167,78,27,63,198,0,surgery,2016-10-01t02:26+00:00
rec-20924,a144806171,david,edward,holden,m,55,18/2/1960, 3372  36430  1  2 , 84  shadforth  street  northaven ,kerang,3579,vic, 03  8242  6970 ,,not-married,192,88,23,80,215,1,shortness-of-breath,2015-05-27t03:40+00:00
rec-63452,h135179817,moses,,willoughby,m,12,4/4/1999, 6450  27014  2  2 , 19  hill  view  terrace  hilltop  lodge ,bentley,,wa, 08  5631  7864 ,moses.willoughby@mail.com,not-married,151,37,16,76,169,0,pneumonia,2011-03-16t05:41+00:00
rec-84601,d158968247,norman,peter,lewis,f,17,26/4/1996, 1319  41095  1  3 , 9  ramsay  avenue  rotary  village ,modbury,5092,sa,,lewis75@hotmail.com,married,184,82,24,81,154,0,bruise-@-lp-site,2013-01-09t01:25+00:00
rec-64747,e177890091,latasha,,vancik,f,9,29/7/2007, 7591  82931  1  2 , 12  napier  close  lidia  perin  medical  centre  ste  14 ,deakin,2600,act,,vancik.latasha@gmail.com,n/a,120,33,22,70,93,0,diffuculty-breathing,2016-01-15t24:34+00:00
rec-73675,h198813098,joseph,justin,kerns,f,47,4/3/1969, 6752  88062  1  1 , 52  blair  street  flt  2 ,broadmeadows,3047,vic,,kerns25@hotmail.com,not-married,188,82,23,77,134,0,trabeculectomy,2016-12-27t22:52+00:00
rec-60158,d148666998,sonya,elena,steele,f,14,22/1/1999, 9970  71969  1  3 , 386  limekilns  road  cruachan ,kelso,2795,nsw,,steele.sonya@aol.com,not-married,168,46,16,75,178,0,nighttime-sweating,2013-05-14t20:58+00:00
rec-59321,h119926011,william,bernard,spurlock,m,48,8/5/1965, 2566  52541  2  1 , 139  highett  street  flt  208 ,richmond,3121,vic, 03  3301  3436 ,qhmekigfnh@mail.com.au,married,179,61,19,78,131,0,accidental-fall,2013-12-04t13:56+00:00
rec-68577,f189452712,julia,jean,setzer,f,69,13/7/1948, 2261  13049  2  1 , 151  cowper  street  dickson  park  professional  cntr  (cnr  anti ,dickson,,act, 02  1254  2187 ,,married,176,115,37,79,158,0,intermittent-dizziness,2017-05-27t19:25+00:00
rec-10946,e126178799,hung,lawrence,nunn,m,66,27/10/1950, 3271  67867  1  1 , 435  warrandyte  road  highfields ,baxter,3911,vic, 03  4212  5922 ,,not-married,197,114,29,81,182,0,right-hip-pain,2016-05-25t17:05+00:00
rec-85465,i100992325,willie,holton,thrall,f,8,7/9/2005, 7707  15361  2  3 , 485  wallan  road  hilton  vale ,whittlesea,,vic, 03  0505  2099 ,,n/a,124,31,20,75,81,0,myeloid-dysplasia-syndrome-pancytopenic,2013-08-01t07:15+00:00
rec-99821,i130000125,justin,hugh,aguilar,f,15,22/4/2004, 7442  86105  2  2 , 4  yarradale  road  apt  2 ,toorak,,vic,,,n/a,177,73,23,78,241,0,upper-respiratory-infection,2019-11-20t19:47+00:00
rec-96593,a181798880,nathan,harvey,taylor,f,6,8/4/2014, 5476  89288  2  3 , 40  the  quay  sufers  waters  estate ,southport,4215,qld,,hsgsnadpql@gmail.com,n/a,109,26,21,75,99,0,fracture-of-left-olecranon-s/p-mva,2020-01-11t07:02+00:00
rec-9896,c169411240,robin,ann,pingree,f,41,1/6/1974, 4591  34149  1  2 , 360  scaysbrook  drive  brentwood  vlge ,kincumber,2251,nsw,,,married,175,55,17,83,164,0,endoscopy-performed-indicating-esophageal-ulceration-possibly-czing-sx-of-persistent-cough-and-acid-reflux-and-related-to-fosamax-use,2015-08-15t22:16+00:00
rec-23988,c192241466,bango,ellen,spence,m,7,5/8/2008, 8511  82777  2  3 , 391  scaysbrook  drive  brentwood  vlge ,kincumber,2251,nsw, 02  1927  6446 ,,n/a,121,21,14,75,162,0,low-energy,2015-01-16t14:18+00:00
rec-86550,g125901868,john,jerome,scalf,f,9,24/1/2008, 6351  53644  1  2 , 2  ramsey  road  bimbadgen ,murrumbateman,2582,nsw,,kjsneonenq@yahoo.com,n/a,129,37,22,71,214,0,itching-at-lumbar-puncture-site,2017-11-24t08:07+00:00
rec-48703,f141267483,john,scoville,howard,m,37,31/8/1981, 4049  10330  1  1 , 3  butson  street  ben  valley ,yackandandah,,vic,,,married-de-facto,186,125,36,71,152,0,increased-urinary-frequency,2018-07-21t16:19+00:00
rec-4046,d195469439,molly,lee,exley,m,28,23/2/1988, 2163  18253  1  1 , 1  ingram  road  kingston ,wyrallah,2480,nsw,,exley13@gmail.com,married-de-facto,194,63,16,76,269,1,urinary-frequency,2016-06-22t18:52+00:00
rec-98135,i188303584,qaivs,edward,garmestani,f,56,2/11/1960, 2497  80669  1  2 , 1  ra  road  heritage  caravan  park , alice  springs ,0870,nt,,garmestani.qaivs@mail.com.au,not-married,167,118,42,78,162,0,hypertension,2016-04-21t23:24+00:00
rec-87623,e139823636,harry,b,bock,f,51,24/9/1962, 4501  48741  1  2 , 264  south  road  flt  2 , brighton  east ,3187,vic, 03  9595  4547 ,,married-de-facto,171,120,41,79,112,0,worsening-of-l-knee-osteoarthritis,2013-12-17t01:29+00:00
rec-11124,c170240130,blair,david,berg,m,53,1/11/1962, 4988  96195  2  2 , 1  buffalo  court  brite  wite , hackham  west ,5163,sa,,atldmrmsmk.yahoo.com,married,177,71,22,72,178,0,bacterial-sinus-infection,2015-09-21t11:59+00:00
